grouping	software_era	task	session	metric	n	median	q25	q75	p90	p95	p99
session	all	all	01	ica_components	2646	31.0	23.0	42.0	58.0	75.0	105.55000000000018
session	all	all	01	accepted_components	2646	16.0	11.0	22.0	29.0	36.0	65.0
session	all	all	01	rejected_components	2646	12.0	9.0	20.0	35.0	48.75	78.0
session	all	all	01	rejected_fraction	2646	0.42857142857142855	0.3333333333333333	0.6	0.7380832282471628	0.804745493107105	0.8957350272232308
session	all	all	01	accepted_normalized_variance	2646	0.31950294235572	0.2305369063663324	0.4574630221657696	0.6497746251502614	0.7829705401289114	0.9136391104868034
session	all	all	01	rejected_normalized_variance	2646	0.68049705764428	0.5425369778342307	0.7694630936336678	0.8311589988204441	0.8601258066875654	0.9165604005818885
session	all	all	02	ica_components	91	43.0	26.5	54.5	78.0	90.0	103.09999999999994
session	all	all	02	accepted_components	91	13.0	9.0	18.0	22.0	25.5	30.19999999999999
session	all	all	02	rejected_components	91	27.0	18.0	40.5	61.0	73.5	96.29999999999998
session	all	all	02	rejected_fraction	91	0.6590909090909091	0.5789473684210527	0.7718676122931443	0.8863636363636364	0.9168956043956045	0.9505482456140348
session	all	all	02	accepted_normalized_variance	91	0.24626073301299997	0.17829315649363736	0.31072362171374296	0.4778823959636398	0.5236040162109847	0.6959888184070719
session	all	all	02	rejected_normalized_variance	91	0.753739266987	0.689276378286257	0.8217068435063628	0.8918139199783821	0.9214295410644977	0.9641956358029281
software_era	E11	all	all	ica_components	1556	27.0	21.0	35.0	46.0	57.0	90.45000000000005
software_era	E11	all	all	accepted_components	1556	17.0	13.0	24.0	32.0	42.25	68.0
software_era	E11	all	all	rejected_components	1556	10.0	8.0	13.0	16.0	18.0	28.0
software_era	E11	all	all	rejected_fraction	1556	0.3548387096774194	0.2857142857142857	0.42857142857142855	0.5	0.5667701863354037	0.7272222222222227
software_era	E11	all	all	accepted_normalized_variance	1556	0.3597926372091026	0.26527037388053126	0.53729108128776	0.7176476654312083	0.8526312502859082	0.9448932739705497
software_era	E11	all	all	rejected_normalized_variance	1556	0.6402073627908973	0.4627089187122401	0.7347296261194687	0.8019286289116079	0.8332163380760405	0.8792846334870115
software_era	XA30	all	all	ica_components	140	29.0	24.0	35.0	53.60000000000005	72.19999999999993	134.1299999999995
software_era	XA30	all	all	accepted_components	140	17.0	13.0	23.0	36.50000000000004	55.44999999999985	104.63999999999965
software_era	XA30	all	all	rejected_components	140	12.0	10.0	15.0	17.10000000000001	21.14999999999995	32.609999999999985
software_era	XA30	all	all	rejected_fraction	140	0.403125	0.3333333333333333	0.4838709677419355	0.5501724137931036	0.6180147058823529	0.6843478260869561
software_era	XA30	all	all	accepted_normalized_variance	140	0.3313263584373526	0.25692042606692567	0.4692115064084246	0.6715658210742123	0.7382154807581451	0.8919448548120159
software_era	XA30	all	all	rejected_normalized_variance	140	0.6686736415626475	0.5307884935915754	0.7430795739330744	0.7825626270152172	0.8127794231563775	0.8520724917557364
software_era	XA60	all	all	ica_components	1041	40.0	29.0	53.0	74.0	88.0	112.0
